Graduate_ID,Age,Gender,State_of_Origin,Region,Urban_or_Rural,Household_Income_Bracket,Field_of_Study,University_Type,GPA_or_Class_of_Degree,Has_Postgrad_Degree,Years_Since_Graduation,Employment_Status,Salary_Level,Net_Salary
G0683,21,Male,Enugu,North,Rural,Middle,Health Sciences,Private,Second Class Lower,No,4,Employed,Well-paid,396906
G0684,27,Female,Kano,East,Urban,High,Health Sciences,Federal,Second Class Upper,Yes,2,Unemployed,Not employed,0
G0685,28,Female,Delta,West,Urban,Middle,Business,Private,Third Class,No,1,Employed,Well-paid,367956
G0686,27,Male,Lagos,North,Rural,Low,Health Sciences,State,Second Class Upper,No,2,Employed,Low-paid,197500
G0687,34,Female,Borno,West,Urban,Middle,Education,State,First Class,No,8,Employed,Low-paid,57647
G0688,25,Male,Delta,North,Urban,Low,Engineering,Federal,Third Class,No,2,Employed,Low-paid,118079
G0689,32,Male,Lagos,West,Rural,Low,Business,Federal,First Class,No,2,Employed,Low-paid,130094
G0690,21,Male,Edo,South,Urban,Low,Education,State,Second Class Upper,No,0,Employed,Low-paid,103546
G0691,27,Male,Rivers,North,Urban,Middle,Business,State,Second Class Upper,No,1,Employed,Well-paid,383776
G0692,33,Female,Delta,South,Rural,Middle,Engineering,Federal,Second Class Upper,No,10,Employed,Well-paid,280919
G0693,27,Female,Oyo,North,Urban,Low,Business,State,Second Class Upper,No,2,Unemployed,Not employed,0
G0694,29,Male,Borno,South,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,1,Employed,Low-paid,80033
G0695,23,Female,Delta,North,Rural,Middle,Health Sciences,Private,Second Class Upper,No,7,Unemployed,Not employed,0
G0696,29,Male,Lagos,West,Rural,High,Business,State,Second Class Lower,Yes,5,Employed,Well-paid,285075
G0697,34,Female,Oyo,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,6,Employed,Low-paid,135625
G0698,21,Female,Borno,West,Urban,Middle,Engineering,State,Second Class Upper,No,0,Employed,Low-paid,148820
G0699,21,Male,Oyo,North,Rural,Low,Health Sciences,Private,Second Class Upper,No,5,Employed,Well-paid,398809
G0700,34,Female,Kaduna,West,Urban,Middle,Engineering,Federal,Second Class Lower,No,1,Employed,Low-paid,81000
G0701,24,Male,Lagos,North,Urban,Middle,Business,State,Second Class Lower,No,5,Employed,Low-paid,122113
G0702,29,Male,Plateau,West,Urban,High,Education,Federal,Second Class Lower,Yes,2,Employed,Well-paid,343701
G0703,26,Male,Kaduna,South,Rural,Low,Business,State,Second Class Upper,No,6,Employed,Well-paid,392597
G0704,33,Female,Borno,North,Rural,Middle,Health Sciences,Federal,First Class,No,2,Unemployed,Not employed,0
G0705,31,Female,Borno,West,Urban,Middle,Health Sciences,Federal,First Class,Yes,8,Employed,Low-paid,187994
G0706,23,Male,Kano,North,Rural,Low,Health Sciences,Federal,Second Class Upper,No,2,Employed,Well-paid,293435
G0707,21,Female,Lagos,North,Rural,Middle,Engineering,Federal,Second Class Upper,No,6,Employed,Well-paid,326956
G0708,24,Female,Edo,North,Urban,High,Business,State,Third Class,No,3,Unemployed,Not employed,0
G0709,32,Female,Edo,East,Urban,Middle,Education,Federal,Second Class Upper,Yes,7,Employed,Well-paid,299294
G0710,33,Female,Borno,North,Urban,High,Business,Federal,Third Class,No,1,Employed,Low-paid,111049
G0711,29,Female,Edo,West,Rural,Low,Education,State,First Class,No,7,Employed,Low-paid,146155
G0712,23,Male,Rivers,East,Urban,Middle,Business,Federal,Second Class Lower,No,8,Employed,Low-paid,57721
G0713,32,Male,Kano,West,Urban,Middle,Health Sciences,State,Second Class Upper,No,7,Employed,Low-paid,166539
G0714,29,Female,Borno,East,Urban,Middle,Education,Private,Second Class Lower,Yes,5,Unemployed,Not employed,0
G0715,27,Male,Edo,North,Urban,High,Business,State,First Class,No,9,Employed,Low-paid,151013
G0716,32,Female,Lagos,South,Rural,Low,Engineering,Federal,Second Class Lower,No,0,Employed,Low-paid,161870
G0717,34,Female,Delta,South,Urban,High,Engineering,Federal,Second Class Upper,No,6,Employed,Low-paid,117714
G0718,24,Male,Plateau,North,Rural,Middle,Business,Private,Second Class Upper,No,0,Employed,Well-paid,295166
G0719,23,Male,Kaduna,East,Urban,Low,Health Sciences,Federal,Second Class Upper,No,6,Employed,Low-paid,161992
G0720,30,Male,Kaduna,West,Urban,High,Education,Federal,Second Class Upper,No,1,Employed,Well-paid,209747
G0721,25,Female,Rivers,South,Rural,Middle,Business,Federal,Second Class Lower,No,7,Employed,Low-paid,181050
G0722,25,Male,Oyo,North,Urban,Middle,Engineering,Federal,Third Class,No,1,Employed,Well-paid,324102
G0723,23,Male,Lagos,North,Urban,Low,Education,State,Second Class Upper,No,2,Employed,Low-paid,179244
G0724,32,Male,Oyo,East,Rural,High,Engineering,State,Second Class Lower,No,2,Unemployed,Not employed,0
G0725,29,Male,Kano,South,Urban,Middle,Engineering,Private,First Class,No,0,Employed,Low-paid,123640
G0726,24,Female,Plateau,North,Urban,Low,Business,State,Second Class Upper,No,4,Employed,Well-paid,247746
G0727,31,Male,Kano,South,Urban,Middle,Engineering,Federal,Second Class Upper,Yes,4,Employed,Well-paid,338410
G0728,25,Female,Borno,West,Urban,Low,Education,Federal,Second Class Lower,Yes,9,Employed,Well-paid,266704
G0729,24,Male,Lagos,North,Rural,Middle,Health Sciences,Private,Second Class Upper,No,4,Employed,Low-paid,179511
G0730,25,Male,Borno,North,Rural,Low,Business,Federal,Second Class Lower,Yes,8,Employed,Well-paid,256500
G0731,27,Male,Enugu,West,Urban,Low,Education,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G0732,29,Male,Edo,North,Rural,Low,Business,Private,Second Class Upper,No,5,Unemployed,Not employed,0
G0733,27,Other,Kaduna,East,Rural,Middle,Engineering,State,Second Class Upper,No,2,Employed,Low-paid,192395
G0734,33,Female,Delta,West,Urban,Middle,Engineering,Federal,Second Class Upper,No,4,Unemployed,Not employed,0
G0735,25,Male,Borno,East,Urban,Middle,Education,State,Second Class Upper,No,9,Unemployed,Not employed,0
G0736,30,Female,Oyo,West,Urban,Low,Education,Private,First Class,No,6,Employed,Well-paid,268163
G0737,30,Male,Enugu,West,Rural,Middle,Health Sciences,Federal,Second Class Lower,No,2,Unemployed,Not employed,0
G0738,27,Male,Kaduna,East,Rural,Middle,Education,State,First Class,No,1,Employed,Well-paid,328191
G0739,34,Female,Borno,West,Urban,Low,Education,Federal,Second Class Lower,No,4,Employed,Low-paid,68919
G0740,30,Female,Enugu,South,Rural,High,Business,State,First Class,No,2,Employed,Low-paid,199728
G0741,25,Other,Enugu,East,Urban,Middle,Engineering,Private,First Class,No,4,Employed,Well-paid,253956
G0742,23,Male,Lagos,West,Urban,Middle,Education,Private,Second Class Upper,No,8,Employed,Low-paid,66544
G0743,27,Female,Kano,East,Rural,Low,Health Sciences,Federal,Second Class Upper,No,10,Employed,Low-paid,100936
G0744,33,Male,Enugu,West,Urban,Low,Education,Federal,Second Class Upper,No,9,Unemployed,Not employed,0
G0745,31,Male,Rivers,West,Urban,High,Engineering,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G0746,31,Female,Kano,South,Urban,Middle,Education,State,Second Class Upper,No,3,Unemployed,Not employed,0
G0747,22,Male,Kaduna,South,Urban,Low,Business,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G0748,32,Female,Kaduna,South,Urban,Low,Engineering,Federal,Second Class Upper,No,4,Unemployed,Not employed,0
G0749,29,Female,Kaduna,West,Urban,Middle,Education,Federal,Second Class Upper,Yes,1,Employed,Well-paid,390360
G0750,30,Male,Kaduna,South,Rural,Middle,Business,Federal,Second Class Lower,No,1,Employed,Well-paid,219566
G0751,30,Female,Rivers,East,Rural,High,Engineering,Federal,Second Class Lower,No,0,Employed,Low-paid,176854
G0752,32,Female,Borno,West,Urban,Low,Education,State,Second Class Upper,No,7,Unemployed,Not employed,0
G0753,21,Male,Plateau,East,Urban,Middle,Business,Federal,Second Class Lower,No,1,Employed,Well-paid,214880
G0754,33,Female,Enugu,South,Rural,Low,Health Sciences,Federal,Second Class Lower,No,2,Unemployed,Not employed,0
G0755,26,Female,Kaduna,West,Urban,Low,Business,State,Second Class Upper,No,1,Employed,Well-paid,383848
G0756,27,Male,Kano,East,Urban,Low,Health Sciences,State,Second Class Upper,No,3,Employed,Low-paid,193008
G0757,34,Female,Kano,North,Urban,High,Education,Federal,Second Class Lower,No,0,Unemployed,Not employed,0
G0758,33,Other,Enugu,East,Urban,Middle,Business,Federal,Second Class Upper,No,2,Employed,Well-paid,296284
G0759,28,Male,Borno,West,Urban,Middle,Health Sciences,State,First Class,No,4,Employed,Well-paid,212198
G0760,30,Female,Delta,North,Urban,Low,Engineering,Federal,Second Class Upper,No,9,Employed,Low-paid,58376
G0761,29,Male,Delta,South,Urban,Low,Business,State,Second Class Lower,No,0,Employed,Well-paid,267432
G0762,22,Female,Plateau,South,Rural,Low,Education,Federal,Second Class Lower,No,3,Unemployed,Not employed,0
G0763,31,Female,Borno,East,Rural,Low,Engineering,Federal,Second Class Upper,Yes,5,Employed,Low-paid,159791
G0764,30,Male,Enugu,South,Urban,Middle,Health Sciences,Federal,Third Class,Yes,3,Employed,Well-paid,366244
G0765,22,Male,Delta,East,Rural,Low,Business,State,First Class,No,6,Employed,Low-paid,198188
G0766,25,Female,Delta,East,Urban,Low,Business,Private,First Class,No,6,Unemployed,Not employed,0
G0767,33,Male,Delta,East,Urban,Low,Education,Federal,Second Class Upper,No,5,Employed,Low-paid,113295
G0768,25,Female,Oyo,East,Rural,Low,Engineering,State,Third Class,No,8,Employed,Well-paid,340885
G0769,26,Male,Rivers,West,Urban,Middle,Business,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G0770,23,Female,Enugu,West,Urban,Middle,Business,Federal,First Class,No,9,Employed,Low-paid,101313
G0771,28,Female,Edo,North,Urban,Middle,Engineering,State,Second Class Upper,No,7,Unemployed,Not employed,0
G0772,33,Female,Lagos,North,Rural,Middle,Business,Federal,Second Class Upper,No,7,Employed,Low-paid,156873
G0773,21,Male,Lagos,South,Urban,Low,Engineering,Private,Second Class Upper,No,10,Employed,Well-paid,220232
G0774,26,Female,Borno,West,Rural,Low,Engineering,State,First Class,Yes,9,Employed,Low-paid,83609
G0775,24,Female,Enugu,North,Rural,Middle,Engineering,Private,Second Class Lower,No,10,Unemployed,Not employed,0
G0776,21,Male,Enugu,West,Rural,Middle,Education,State,Second Class Upper,No,3,Unemployed,Not employed,0
G0777,27,Male,Lagos,West,Urban,Low,Engineering,Federal,Second Class Lower,No,5,Employed,Low-paid,166859
G0778,29,Male,Plateau,South,Urban,Low,Engineering,Federal,First Class,No,10,Employed,Low-paid,89021
G0779,33,Female,Lagos,South,Urban,Low,Health Sciences,Federal,First Class,No,5,Unemployed,Not employed,0
G0780,24,Female,Enugu,East,Urban,Low,Health Sciences,Federal,Second Class Upper,No,4,Employed,Low-paid,95108
G0781,24,Male,Delta,West,Rural,Low,Education,Federal,Second Class Lower,No,0,Unemployed,Not employed,0
G0782,26,Female,Plateau,East,Urban,Low,Engineering,Federal,Second Class Upper,No,2,Employed,Well-paid,330221
G0783,32,Male,Kaduna,East,Rural,Middle,Health Sciences,Private,Second Class Lower,No,6,Unemployed,Not employed,0
G0784,23,Male,Edo,East,Urban,Low,Health Sciences,Federal,Second Class Lower,No,7,Employed,Well-paid,285305
G0785,33,Female,Oyo,West,Rural,Low,Business,State,First Class,No,1,Employed,Low-paid,54821
G0786,32,Female,Rivers,West,Urban,High,Engineering,Private,Second Class Upper,No,2,Employed,Low-paid,170501
G0787,26,Female,Kaduna,East,Urban,Middle,Health Sciences,State,Second Class Lower,No,3,Unemployed,Not employed,0
G0788,27,Male,Kano,West,Rural,High,Education,Federal,Second Class Upper,No,10,Employed,Well-paid,348869
G0789,31,Female,Lagos,East,Urban,Low,Business,Federal,Second Class Upper,No,4,Employed,Low-paid,115580
G0790,30,Female,Edo,North,Urban,Middle,Business,Federal,Second Class Upper,No,2,Employed,Well-paid,349142
G0791,30,Male,Lagos,West,Urban,Low,Engineering,Federal,Second Class Upper,No,4,Employed,Low-paid,55236
G0792,23,Female,Lagos,South,Urban,Middle,Engineering,Federal,Second Class Lower,No,7,Unemployed,Not employed,0
G0793,27,Female,Kaduna,South,Rural,Low,Business,State,First Class,No,7,Unemployed,Not employed,0
G0794,34,Female,Delta,East,Rural,Low,Education,Federal,Second Class Upper,No,1,Employed,Low-paid,76745
G0795,23,Male,Delta,North,Urban,High,Engineering,State,Second Class Upper,No,5,Unemployed,Not employed,0
G0796,33,Female,Oyo,West,Urban,Middle,Engineering,Private,Second Class Lower,No,3,Unemployed,Not employed,0
G0797,33,Female,Plateau,East,Urban,High,Business,Federal,Second Class Upper,No,8,Unemployed,Not employed,0
G0798,22,Male,Lagos,North,Rural,Low,Business,Federal,Second Class Lower,Yes,9,Employed,Low-paid,187697
G0799,32,Female,Borno,North,Rural,Low,Engineering,State,Second Class Lower,No,1,Unemployed,Not employed,0
G0800,34,Female,Delta,West,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,7,Employed,Low-paid,143353
G0801,30,Male,Enugu,South,Urban,Middle,Engineering,State,Second Class Upper,No,0,Employed,Well-paid,350181
G0802,24,Male,Edo,South,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G0803,32,Female,Borno,North,Urban,High,Business,State,Second Class Lower,No,5,Employed,Well-paid,357071
G0804,28,Female,Kaduna,South,Urban,Low,Health Sciences,Federal,Second Class Lower,No,10,Employed,Low-paid,54014
G0805,33,Female,Kaduna,North,Rural,Middle,Education,Federal,Third Class,Yes,10,Unemployed,Not employed,0
G0806,29,Male,Oyo,North,Urban,Low,Business,State,Second Class Upper,No,9,Unemployed,Not employed,0
G0807,27,Other,Oyo,North,Rural,Low,Engineering,Federal,Second Class Upper,No,0,Employed,Well-paid,238548
G0808,21,Male,Plateau,South,Urban,Middle,Engineering,Federal,First Class,No,1,Unemployed,Not employed,0
G0809,23,Male,Enugu,East,Rural,Middle,Business,Federal,First Class,No,2,Employed,Low-paid,91033
G0810,33,Female,Edo,South,Urban,Low,Business,Federal,Second Class Upper,Yes,8,Employed,Low-paid,89060
G0811,32,Male,Enugu,East,Urban,Low,Education,State,First Class,No,4,Unemployed,Not employed,0
G0812,34,Male,Kano,South,Urban,Middle,Business,State,Second Class Upper,Yes,9,Employed,Low-paid,117096
G0813,29,Male,Oyo,West,Rural,Middle,Engineering,State,Second Class Upper,Yes,9,Employed,Well-paid,258235
G0814,32,Male,Plateau,West,Urban,Low,Education,State,Second Class Upper,No,1,Employed,Well-paid,276860
G0815,21,Male,Rivers,South,Rural,Low,Engineering,Federal,Second Class Upper,No,9,Employed,Low-paid,142001
G0816,29,Female,Lagos,West,Urban,Low,Health Sciences,Federal,Second Class Upper,No,4,Employed,Well-paid,295285
G0817,28,Male,Lagos,West,Urban,High,Business,State,Second Class Upper,No,4,Unemployed,Not employed,0
G0818,21,Female,Rivers,West,Rural,High,Health Sciences,State,Second Class Upper,No,0,Unemployed,Not employed,0
G0819,26,Female,Delta,West,Urban,Middle,Engineering,Federal,Third Class,No,2,Employed,Low-paid,75822
G0820,25,Female,Enugu,East,Urban,High,Health Sciences,Federal,First Class,No,4,Unemployed,Not employed,0
G0821,26,Male,Rivers,North,Urban,Middle,Health Sciences,Federal,Second Class Lower,No,8,Employed,Low-paid,132392
G0822,30,Female,Plateau,East,Rural,Low,Engineering,State,Second Class Upper,No,9,Employed,Well-paid,320123
G0823,32,Female,Edo,North,Urban,Low,Engineering,State,Second Class Upper,Yes,0,Unemployed,Not employed,0
G0824,33,Female,Rivers,North,Urban,High,Business,Federal,First Class,No,7,Employed,Well-paid,234985
G0825,33,Female,Plateau,South,Urban,Middle,Health Sciences,State,First Class,No,0,Employed,Low-paid,75276
G0826,33,Female,Oyo,South,Urban,Middle,Education,Federal,Second Class Upper,Yes,8,Employed,Low-paid,184059
G0827,25,Male,Borno,South,Urban,High,Education,Federal,Second Class Lower,No,5,Employed,Low-paid,58330
G0828,26,Female,Kaduna,South,Urban,Middle,Engineering,State,Second Class Upper,No,0,Unemployed,Not employed,0
G0829,25,Female,Kaduna,South,Rural,Low,Engineering,Federal,Second Class Upper,No,7,Employed,Low-paid,199593
G0830,31,Female,Kano,East,Urban,Low,Health Sciences,Federal,Second Class Upper,Yes,4,Employed,Low-paid,125811
G0831,32,Other,Enugu,East,Rural,Low,Engineering,Private,Second Class Upper,Yes,6,Employed,Low-paid,98119
G0832,25,Male,Edo,West,Rural,Low,Education,State,Second Class Lower,No,6,Employed,Well-paid,314619
G0833,24,Other,Borno,East,Rural,Middle,Business,State,Second Class Lower,No,6,Employed,Low-paid,87603
G0834,23,Male,Borno,East,Urban,Low,Business,Federal,Second Class Upper,No,5,Employed,Well-paid,228940
G0835,23,Male,Oyo,South,Urban,Low,Health Sciences,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G0836,24,Male,Rivers,West,Rural,Middle,Business,Private,Second Class Upper,No,7,Unemployed,Not employed,0
G0837,29,Male,Enugu,East,Urban,Low,Engineering,State,Third Class,No,8,Employed,Low-paid,58377
G0838,22,Female,Lagos,East,Urban,Middle,Engineering,State,Second Class Upper,No,1,Employed,Low-paid,112308
G0839,29,Male,Borno,West,Rural,Middle,Engineering,Federal,Second Class Lower,No,6,Employed,Well-paid,235961
G0840,21,Male,Plateau,North,Urban,Middle,Engineering,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G0841,34,Female,Lagos,South,Urban,High,Health Sciences,Private,Third Class,Yes,5,Unemployed,Not employed,0
G0842,21,Female,Kano,East,Urban,Low,Business,State,Second Class Upper,No,1,Employed,Low-paid,54928
G0843,25,Female,Rivers,East,Rural,Low,Education,Federal,Second Class Upper,Yes,9,Unemployed,Not employed,0
G0844,26,Female,Rivers,West,Urban,High,Business,Federal,Second Class Upper,No,5,Employed,Low-paid,59604
G0845,26,Female,Edo,East,Rural,Middle,Engineering,Federal,Third Class,No,1,Employed,Well-paid,248029
G0846,23,Male,Borno,South,Urban,Middle,Education,Federal,Third Class,No,0,Employed,Low-paid,143300
G0847,27,Male,Oyo,East,Urban,Low,Health Sciences,Federal,Second Class Lower,No,6,Employed,Well-paid,344849
G0848,29,Female,Delta,North,Urban,Middle,Engineering,Federal,Second Class Lower,No,2,Employed,Low-paid,102068
G0849,31,Male,Delta,South,Urban,High,Engineering,State,Second Class Upper,No,3,Employed,Well-paid,356663
G0850,32,Female,Kaduna,North,Urban,Middle,Education,Federal,Second Class Lower,No,5,Employed,Low-paid,162236
G0851,30,Male,Plateau,West,Urban,Low,Health Sciences,Private,Second Class Lower,Yes,4,Employed,Well-paid,303949
G0852,28,Male,Lagos,South,Rural,High,Education,Federal,Second Class Upper,No,3,Employed,Well-paid,335333
G0853,26,Female,Kano,East,Urban,Middle,Health Sciences,State,Second Class Upper,No,8,Employed,Low-paid,87306
G0854,32,Female,Kaduna,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,5,Employed,Low-paid,119962
G0855,28,Female,Rivers,South,Urban,Low,Business,State,Second Class Upper,Yes,5,Employed,Well-paid,262432
G0856,32,Female,Lagos,South,Rural,Middle,Engineering,Private,Second Class Lower,No,1,Employed,Low-paid,182430
G0857,25,Male,Enugu,North,Urban,Low,Business,State,Second Class Upper,No,5,Employed,Well-paid,278959
G0858,28,Male,Borno,West,Urban,Low,Business,State,Second Class Upper,Yes,6,Employed,Low-paid,84537
G0859,30,Female,Kano,South,Rural,Middle,Health Sciences,Federal,Second Class Upper,Yes,7,Employed,Low-paid,77337
G0860,32,Female,Enugu,East,Urban,Low,Education,State,Second Class Upper,No,7,Employed,Low-paid,175762
